곡,아티스트,장르,인기도,댄스,에너지,긍정도,템포
Padrinhos Mágicos,Ecologyk,rap,42,76,93,86,128
Nd Bem/Tudo Bem,Raffé,rap,34,82,65,57,114
Tudo por Causa de Mim,UCLÃ,rap,37,76,83,40,105
Bonnie Clyde,Skinny D RDT,rap,26,87,30,39,131
HyperParadise - Flume Remix,Hermitude,rap,60,60,83,31,145
Dum Dee Dum - JiKay Remix,Keys N Krates,rap,56,78,85,49,100
New Rules - Alison Wonderland Remix,Dua Lipa,rap,53,58,59,25,128
Blame,Ekali,rap,59,62,68,12,92
Thief,Ookay,rap,64,57,80,21,150
Revolution (Unlike Pluto Remix) [feat. Faustix & Imanos and ,Diplo,rap,39,62,67,15,149
The Drop,Bro Safari,rap,53,69,88,53,170
Wild Thoughts - Medasin Dance Remix,DJ Khaled,rap,53,50,70,42,180
Sleepy Eyes,Elohim,rap,11,61,74,49,97
Let Me Love You - Marshmello Remix,DJ Snake,rap,0,66,83,23,120
You - Brillz Remix,Galantis,rap,31,55,85,13,140
Sunset Lover,Petit Biscuit,rap,72,78,52,25,91
Side Effects - Nolan van Lith Remix,The Chainsmokers,rap,36,55,94,52,145
Something About You - ODESZA Remix,Hayden James,rap,63,70,67,10,105
Limelight (NGHTMRE Remix),Just A Gent,rap,60,57,58,29,145
Agradable - Remix,Jeeiph,rap,45,84,58,77,123
CANGURO,WOS,rap,76,60,75,93,164
Paranoia,Frijo,rap,54,83,58,66,120
Pocas Horas,Alejo Park,rap,0,79,54,77,140
Makina de Armado,Duki,rap,1,77,93,90,100
Tan Bien (feat. Agus Padilla),Lit Killah,rap,61,78,76,38,105
Como Le Digo,Khea,rap,3,69,38,19,130
S.A.D,Khea,rap,0,86,31,77,120
Y Si Te Vas,Duki,rap,0,71,44,48,127
DESPUES QUE TE PERDI,Jon Z,rap,65,76,81,60,109
No Pensarte,Myke Towers,rap,0,74,66,53,180
Good Vibes,Fuego,rap,60,82,63,18,100
Desperte Sin Ti (Remix),Noriel,rap,60,74,62,20,115
No Te Hagas,Jory Boy,rap,67,75,69,43,132
Olvidarte,Eladio Carrion,rap,0,83,39,40,150
Nada más que hablar,Chita,rap,48,70,55,13,76
Neón,M4gna,rap,20,74,53,46,160
Imaginate,Rich Music LTD,rap,76,69,75,67,170
Party (feat. A Boogie Wit da Hoodie),Paulo Londra,rap,74,91,67,79,106
Prohibido (feat. Bad Bunny),Lary Over,rap,0,84,43,26,130
Demasiado Loco,Paulo Londra,rap,68,82,38,40,85
Soltera - Remix,Lunay,rap,85,80,78,80,92
HP,Maluma,rap,23,84,79,62,92
Como Antes,Bad Bunny,rap,70,77,38,25,104
Amanece,Anuel AA,rap,80,79,63,89,94
Pasado y Presente,Ozuna,rap,64,88,70,97,128
Vamos Pa' La Calle,Bad Bunny,rap,3,73,88,78,88
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,rap,89,56,49,11,153
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,rap,86,84,63,55,112
Babushka Boi,A$AP Rocky,rap,77,90,74,90,135
Sextasy,Swae Lee,rap,68,78,42,26,148
Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,rap,73,86,67,85,145
Red Room,Offset,rap,67,94,56,52,112
Grammys,Drake,rap,1,71,44,12,145
No Stylist,French Montana,rap,76,76,70,50,147
Narcos,Migos,rap,3,94,59,24,125
monster,21 Savage,rap,72,89,61,22,134
Drip Too Hard,Lil Baby,rap,12,90,65,40,113
Welcome To The Jungle,Guns N' Roses,rock,78,45,95,33,123
Knockin' On Heaven's Door,Guns N' Roses,rock,13,50,74,38,132
Live And Let Die,Guns N' Roses,rock,9,26,79,25,152
Since I Don't Have You,Guns N' Roses,rock,4,26,65,24,69
Right Next Door To Hell,Guns N' Roses,rock,3,37,99,15,101
Raw Power,Guns N' Roses,rock,46,31,100,38,181
This I Love,Guns N' Roses,rock,58,26,44,13,92
Sleeping Child - 2014 Remastered Version,Michael Learns To Rock,rock,40,74,51,90,93
Paint My Love - 2014 Remastered Version,Michael Learns To Rock,rock,37,58,51,25,142
Jealous Guy - Remastered 2010,John Lennon,rock,66,49,39,25,131
Woman,John Lennon,rock,1,59,66,75,80
Watching The Wheels,John Lennon,rock,0,61,61,27,83
Listen To What The Man Said - Remastered 2014,Wings,rock,29,50,62,62,113
(Just Like) Starting Over,John Lennon,rock,1,70,79,42,99
Not Guilty - 2004 Mix,George Harrison,rock,34,71,30,28,113
Silly Love Songs - Remastered 2014,Wings,rock,53,74,47,82,125
Here Today - Remixed 2015,Paul McCartney,rock,1,24,20,33,165
Sweet Dancer,Mr Absolutt,rock,0,77,77,83,110
Never Ending Summer I,オメガトライブ,rock,23,66,81,44,138
Paddling To You,オメガトライブ,rock,25,64,72,57,150
ROLLING MEMORIES,Kiyotaka Sugiyama,rock,26,68,50,83,132
霧のDOWN TOWN,オメガトライブ,rock,28,63,67,52,115
First Finale,オメガトライブ,rock,17,40,55,30,74
Route 134,オメガトライブ,rock,24,59,90,61,160
Riverside Hotel,オメガトライブ,rock,32,61,77,63,127
Because,オメガトライブ,rock,16,70,87,66,113
Still In Love,Shuya Okino,rock,0,67,73,74,121
Midnight Rendezvous,CASIOPEA,rock,0,68,46,47,96
The Soundgraphy,CASIOPEA,rock,0,74,67,72,112
Coast to Coast,CASIOPEA,rock,0,56,62,77,133
Paradise,T-SQUARE,rock,0,60,69,34,127
Crush,Beckett,rock,37,71,55,59,113
Wake Me When It's Over,The Cranberries,rock,44,44,78,48,184
Summer Song,The Cranberries,rock,38,60,92,62,138
Zombie,The Cranberries,rock,80,31,64,30,167
Twenty One,The Cranberries,rock,49,58,36,9,120
Linger,The Cranberries,rock,75,44,43,20,95
Daffodil Lament,The Cranberries,rock,46,17,43,6,175
Linger - Acoustic Version,The Cranberries,rock,0,42,54,8,92
Heaven Is,Def Leppard,rock,31,58,93,79,119
Rock Of Ages,Def Leppard,rock,43,71,78,64,106
St. Elmos Fire (Man in Motion),John Parr,rock,68,61,60,47,111
Oh Sheila,Ready For The World,rock,51,80,58,84,129
"Axel F - From ""Beverly Hills Cop"" Soundtrack",Harold Faltermeyer,rock,38,80,63,55,117
No More Lonely Nights,Paul McCartney,rock,37,32,43,45,177
I'm On Fire,Bruce Springsteen,rock,17,62,27,84,88
Broken Wings,Mr. Mister,rock,65,29,47,45,99
Friends And Lovers (feat. Gloria Loring),Carl Anderson,rock,34,39,31,16,81
I Can't Wait,Nu Shooz,rock,2,77,79,96,104
Conga,Miami Sound Machine,rock,56,79,66,86,122
"If You Leave - From ""Pretty In Pink""",Orchestral Manoeuvres In The Dark,rock,42,64,76,91,120
"Living in America - From ""Rocky IV"" Soundtrack",James Brown,rock,55,75,85,76,114
Election Day,Arcadia,rock,24,72,55,48,111
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,rock,2,71,82,87,119
Don't Dream It's Over,Crowded House,rock,23,44,42,55,82
Control,Janet Jackson,rock,44,78,79,64,120
Nueva Ola (El Neon De Color Rosa) - Live,Miguel Rios,rock,0,32,92,44,184
Banzai - Live,Miguel Rios,rock,0,25,95,44,184
Homenaje A Miguel - Live,Miguel Rios,rock,0,19,42,7,63
La Basca Vacila - Live,Miguel Rios,rock,0,44,91,52,155
Todo a Pulmon,Miguel Rios,rock,47,44,41,41,64
Dancing With The Moonlit Knight - Remastered 2008,Genesis,rock,48,30,54,20,83
In The Land Of Grey & Pink,Caravan,rock,0,70,30,61,85
Can't Take It with You,The Alan Parsons Project,rock,29,49,58,35,125
Trains,Porcupine Tree,rock,54,46,78,22,174
Hypocrites,Dave Kerzner,rock,7,49,61,52,133
Where Are You Now,Bjørn Riis,rock,0,32,22,6,143
How Did It Come to This?,Arena,rock,32,40,45,28,75
Perfect Love Song,Squackett,rock,3,44,68,16,120
The Second Brightest Star,Big Big Train,rock,30,29,14,11,145
Blackest Eyes,Porcupine Tree,rock,51,50,84,14,95
Migration - Instrumental Album Version,Camel,rock,0,51,78,91,159
Soldier of Fortune,Deep Purple,rock,50,46,40,24,133
Every Rose Has Its Thorn - Remastered 2003,Poison,rock,71,53,64,29,140
Have You Ever Seen The Rain,Creedence Clearwater Revival,rock,78,74,70,77,116
La Grange - 2005 Remaster,ZZ Top,rock,74,55,64,61,81
"Another Brick in the Wall, Pt. 2",Pink Floyd,rock,76,69,39,72,104
Walk This Way,Aerosmith,rock,65,63,78,87,109
Beast Of Burden - Remastered,The Rolling Stones,rock,18,79,87,86,101
Brown Eyed Girl,Van Morrison,rock,79,49,58,91,151
The Joker,Steve Miller Band,rock,19,60,45,80,83
Foreplay / Long Time,Boston,rock,11,44,66,21,119
Molly (feat. Brendon Urie of Panic at the Disco),Lil Dicky,rock,70,83,51,40,115
Under Pressure - Remastered,Queen,rock,35,67,71,47,114
Simple Man,Lynyrd Skynyrd,rock,9,46,73,42,121
Money - 2011 Remastered Version,Pink Floyd,rock,15,47,54,78,124
Iron Man - 2014 Remaster,Black Sabbath,rock,66,34,79,42,156
Mississippi Queen,Mountain,rock,68,58,62,64,140
Take The Money And Run,Steve Miller Band,rock,67,56,64,84,99
Magic,Coldplay,rock,72,74,48,36,93
O,Coldplay,rock,63,23,22,6,92
Right Down the Line,Gerry Rafferty,rock,65,78,32,77,128
You Take My Breath Away,Rex Smith,rock,0,32,60,28,141
You're No Good,Linda Ronstadt,rock,59,67,52,63,105
Goodbye Girl,David Gates,rock,58,47,26,24,120
Haven't Got Time for the Pain,Carly Simon,rock,34,55,36,63,106
Long Cool Woman (In a Black Dress) - 2003 Remaster,The Hollies,rock,37,76,87,78,139
Hot Legs,Rod Stewart,rock,53,71,91,97,113
I Only Want to Be with You,Bay City Rollers,rock,31,58,92,90,132
Suffragette City - 2002 Remastered Version,David Bowie,rock,0,42,87,76,143
Feelin' Alright,Joe Cocker,rock,0,54,84,92,90
Reelin' In The Years,Steely Dan,rock,1,52,78,74,135
Cinnamon Girl,Neil Young,rock,0,64,79,74,105
Cars,Gary Numan,rock,7,49,60,73,128
How Deep Is Your Love (2007 Remastered Saturday Night Fever ,Bee Gees,rock,14,63,36,68,105
Baker Street,Gerry Rafferty,rock,69,50,35,42,114
Black Horse And The Cherry Tree,KT Tunstall,rock,59,75,79,92,105
It's Been Awhile,Staind,rock,54,51,77,8,117
Song to Say Goodbye,Placebo,rock,57,44,89,44,165
Dirty Harry,Gorillaz,rock,65,62,88,86,192
Bad Love,Eric Clapton,rock,46,56,86,43,125
Consolation Prizes,Phoenix,rock,43,71,61,90,102
Smile,Lily Allen,rock,64,63,64,73,96
Lonely No More,Rob Thomas,rock,56,55,90,86,172
The Drugs Don't Work,The Verve,rock,11,44,50,16,77
L'indécision,Da Silva,rock,0,67,61,91,142
Still Waiting,Sum 41,rock,69,43,95,56,192
I Wanna Be Your Dog,The Stooges,rock,61,53,87,11,121
Love Song,Sara Bareilles,rock,75,58,79,57,123
Nine in the Afternoon,Panic! At The Disco,rock,55,25,80,39,155
The Kill,Thirty Seconds To Mars,rock,71,31,91,30,183
Ending Story??,ONE OK ROCK,rock,40,35,92,41,175
One Way Ticket,ONE OK ROCK,rock,53,72,74,53,98
Fight the Night,ONE OK ROCK,rock,42,31,63,17,135
Liar - Remastered 2011,Queen,rock,35,22,78,27,79
Procession - Remastered 2011,Queen,rock,33,42,7,44,59
Nevermore - Remastered 2011,Queen,rock,35,37,40,18,118
Flick Of The Wrist - Remastered 2011,Queen,rock,35,34,83,55,148
Misfire - Remastered 2011,Queen,rock,32,61,84,96,126
You're My Best Friend - Remastered 2011,Queen,rock,65,51,76,55,119
Good Company - Remastered 2011,Queen,rock,44,49,41,54,184
You And I - Remastered 2011,Queen,rock,34,53,87,54,134
We Will Rock You - Remastered,Queen,rock,79,69,50,48,81
Who Needs You - Remastered 2011,Queen,rock,39,86,38,91,121
If You Can't Beat Them - Remastered 2011,Queen,rock,40,43,77,66,140
Leaving Home Ain't Easy - Remastered 2011,Queen,rock,37,52,45,22,108
Crazy Little Thing Called Love - Remastered 2011,Queen,rock,74,60,76,71,77
Staying Power - Remastered 2011,Queen,rock,38,82,86,49,115
Calling All Girls - Remastered 2011,Queen,rock,35,61,72,62,138
Te Para Tres,Soda Stereo,rock,0,42,24,21,100
De Música Ligera (Live),Soda Stereo,rock,0,32,86,24,124
Paseando Por Roma - Remasterizado 2007,Soda Stereo,rock,41,46,79,34,128
Home Sweet Home,Mötley Crüe,rock,70,40,78,15,76
Riot Rhythm,Sleigh Bells,rock,42,70,83,65,170
Gold on the Ceiling,The Black Keys,rock,69,50,83,56,130
More Than a Feeling,Boston,rock,78,38,68,29,109
(Don't Fear) The Reaper,Blue Öyster Cult,rock,75,33,93,38,141
Heat Of The Moment,Asia,rock,66,32,84,54,136
The Boys Are Back In Town,Thin Lizzy,rock,74,44,71,77,81
Doctor Doctor - 2007 Remaster,UFO,rock,60,30,80,56,143
Love Hurts,Nazareth,rock,58,48,33,14,80
Valerie,Steve Winwood,rock,65,72,53,73,116
Funk #49,James Gang,rock,57,65,94,72,91
Lady In Black,Uriah Heep,rock,56,55,70,57,87
Nights In White Satin - Single Version / Mono Mix,The Moody Blues,rock,67,20,48,17,85
Fantasy,Aldo Nova,rock,51,52,88,37,131
Don't Know What You Got (Till It's Gone),Cinderella,rock,61,38,54,23,132
Hotel California - 2013 Remaster,Eagles,rock,82,58,51,61,147
When I See You Smile,Bad English,rock,64,50,61,33,136
Amanece,Caifanes,rock,47,55,93,41,110
De Noche Todos los Gatos Son Pardos,Caifanes,rock,46,38,62,15,192
Afuera,Caifanes,rock,71,49,55,70,126
Under Pressure - Remastered,Queen,rock,59,66,71,53,113
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,rock,76,72,86,93,136
I Saw Her Standing There - Remastered 2009,The Beatles,rock,71,49,80,97,160
I Want To Hold Your Hand - Remastered 2015,The Beatles,rock,74,49,72,87,131
Dust in the Wind,Kansas,rock,77,48,32,39,94
Jump - 2015 Remaster,Van Halen,rock,78,57,84,80,130
"Paint It, Black - Mono",The Rolling Stones,rock,66,50,84,76,160
Honky Tonk Women - Mono Version,The Rolling Stones,rock,66,56,78,97,120
One,U2,rock,77,39,53,32,181
Comfortably Numb,Pink Floyd,rock,74,47,37,17,127
Money - 2011 Remastered Version,Pink Floyd,rock,15,47,54,78,124
Kashmir - 2012 Remaster,Led Zeppelin,rock,63,48,62,59,81
My Sharona,The Knack,rock,73,59,70,90,147
T.N.T.,AC/DC,rock,77,75,76,44,126
My Generation - Mono Version,The Who,rock,56,30,79,72,95
I Love Rock 'N Roll,Joan Jett & The Blackhearts,rock,72,54,72,90,94
Under the Graveyard,Ozzy Osbourne,rock,71,50,88,15,140
American Girl,Tom Petty and the Heartbreakers,rock,5,56,73,82,114
Cover Me,Bruce Springsteen,rock,5,52,78,82,121
Sweet Emotion,Aerosmith,rock,73,38,76,49,99
Use Somebody,Kings of Leon,rock,48,27,76,16,137
Dancing In the Dark,Bruce Springsteen,rock,76,53,94,50,149
"Lola - Live at Providence Civic Center, Providence, RI - Sep",The Kinks,rock,51,49,78,48,81
Black Magic Woman,Santana,rock,61,50,55,63,124
Go Your Own Way - 2004 Remaster,Fleetwood Mac,rock,73,59,94,83,135
Brandy (You're a Fine Girl),Looking Glass,rock,72,72,62,83,125
Honky Tonk Women,The Rolling Stones,rock,2,56,68,97,120
Rock You Like a Hurricane,Scorpions,rock,61,58,83,67,124
Old Time Rock & Roll,Bob Seger,rock,72,71,94,96,124
I Won't Back Down,Tom Petty,rock,71,76,48,96,114
Can't You See,The Marshall Tucker Band,rock,14,41,71,54,164
Limelight,Rush,rock,69,58,85,79,131
Juke Box Hero,Foreigner,rock,67,36,65,52,177
Renegade,Styx,rock,66,49,55,66,106
All Right Now,Free,rock,70,79,47,82,120
Refugee,Tom Petty and the Heartbreakers,rock,63,58,70,76,116
Slow Ride - 45 Version,Foghat,rock,64,49,59,66,114
"Mama, I'm Coming Home",Ozzy Osbourne,rock,69,28,66,24,139
Round and Round,Ratt,rock,63,62,96,40,127
Start Me Up - Remastered,The Rolling Stones,rock,76,63,93,97,122
Nothin' But A Good Time - Remastered 2006,Poison,rock,65,58,97,53,129
Gimme Shelter,The Rolling Stones,rock,75,63,63,49,119
Welcome To The Jungle,Guns N' Roses,rock,19,44,96,34,123
Narda,Kamikazee,rock,58,60,76,31,120
Martyr Nyebera,Kamikazee,rock,54,29,93,38,170
With A Smile,Eraserheads,rock,52,32,48,40,150
Binibini,Brownman Revival,rock,1,64,52,70,74
Stay,Cueshé,rock,57,31,49,16,157
Magpakailanman,Rocksteddy,rock,50,68,56,33,105
Harana,Parokya Ni Edgar,rock,62,58,16,42,151
Gemini,Sponge Cola,rock,49,41,52,18,148
Define,Hilera,rock,40,53,93,46,136
Hello Sunshine,Bruce Springsteen,rock,56,55,44,27,120
Ball and Chain,The Who,rock,33,44,85,27,90
All I Got Is You,Deep Purple,rock,40,38,91,35,78
Down Came the Rain,Electric Light Orchestra,rock,49,55,82,57,114
Cat Fight (Over A Dog Like Me),Stray Cats,rock,31,48,79,64,107
All This Music Must Fade,The Who,rock,33,50,93,50,152
Shut It Down,Neil Young,rock,43,38,58,23,80
Shower the People,James Taylor,rock,52,68,45,57,98
Guitar Man,Bread,rock,64,55,51,51,143
Kiss on My List,Daryl Hall & John Oates,rock,61,82,74,96,121
How Much I Feel,Ambrosia,rock,58,67,51,52,95
Hey Nineteen,Steely Dan,rock,60,95,30,73,120
Any Day Now,Ronnie Milsap,rock,48,70,53,62,103
Baby Come Back,Player,rock,56,64,60,55,156
Key Largo,Bertie Higgins,rock,46,50,66,33,102
Sharing The Night Together,Dr. Hook,rock,63,62,69,76,77
Into The Night,Benny Mardones,rock,51,44,69,51,163
Eye In The Sky,The Alan Parsons Project,rock,67,82,42,52,112
Must Do Something About It - 1993 Digital Remaster,Wings,rock,35,82,36,64,101
Cold as Ice - 2008 Remaster,Foreigner,rock,57,55,71,51,131
Kickstart My Heart,Mötley Crüe,rock,54,36,97,25,179
Bang Your Head (Metal Health),Quiet Riot,rock,24,52,94,49,123
Wheel in the Sky,Journey,rock,51,48,76,40,106
Saturday Night Special,Lynyrd Skynyrd,rock,0,58,58,66,121
"Long, Long Way from Home - 2008 Remaster",Foreigner,rock,34,59,96,44,129
Bad Moon Rising,Creedence Clearwater Revival,rock,0,68,50,96,90
Sharp Dressed Man,ZZ Top,rock,53,65,77,40,125
Lights,Journey,rock,46,19,61,41,206
Listen to the Music,The Doobie Brothers,rock,58,64,53,88,106
Hold the Line,TOTO,rock,75,49,70,78,96
Rock You Like a Hurricane,Scorpions,rock,64,59,89,70,124
Poison,Alice Cooper,rock,70,28,91,26,119
Jessie's Girl,Rick Springfield,rock,63,69,71,84,132
Brown Eyed Girl,Van Morrison,rock,79,49,58,91,151
Owner of a Lonely Heart,Yes,rock,69,74,80,89,125
Long Train Runnin',The Doobie Brothers,rock,71,57,91,84,117
Walk on the Wild Side,Lou Reed,rock,17,56,26,38,104
Thirteen,Vivillain,rock,35,60,93,49,93
Paranoid,Royal Bliss,rock,43,46,94,51,84
Spin Around,The Eiffels,rock,1,62,91,74,129
Anytime Soon,Chris Beer,rock,31,66,44,35,140
Satisfy Me,The Unfits,rock,52,58,58,20,105
Promise Me,Brian Mackey,rock,29,61,82,51,110
Drive Slow,Skrizzly Adams,rock,36,70,35,20,96
New Me Who Dis,Andrew Gialanella,rock,1,68,77,60,162
Addiction,Andrew W. Boss,rock,25,61,94,48,75
My Foolish Heart,Abby K,rock,31,58,50,27,135
Lifeline,Homestead,rock,35,65,63,52,65
Tonight I'm Gonna Rock You Tonight,Spinal Tap,rock,0,40,86,72,92
Do Me Right,Hollis Brown,rock,40,69,68,43,137
Sweet Home Alabama,Lynyrd Skynyrd,rock,4,61,63,93,98
Bad Moon Rising,Creedence Clearwater Revival,rock,5,52,84,94,179
Legs - 2008 Remaster,ZZ Top,rock,59,61,95,76,125
Wang Dang Sweet Poontang,Ted Nugent,rock,17,28,98,57,193
Atlantic City,The Band,rock,61,65,52,72,98
The W.S. Walcott Medicine Show - Alternate Mix/Remastered,The Band,rock,13,65,76,80,99
Fool in the Rain - 2012 Remaster,Led Zeppelin,rock,40,52,91,70,131
Kashmir - 1990 Remaster,Led Zeppelin,rock,69,48,54,58,81
It's Not My Cross To Bear,The Allman Brothers Band,rock,0,41,38,47,128
Can't Take It With You,The Allman Brothers Band,rock,0,44,79,73,96
Saturday Night Special,Lynyrd Skynyrd,rock,0,55,59,56,121
One More Time - Original Version,Lynyrd Skynyrd,rock,0,36,76,78,176
My Best Friend's Girl,The Cars,rock,63,80,61,96,122
Juke Box Hero - 2008 Remaster,Foreigner,rock,42,33,71,52,177
Won't Get Fooled Again - Original Album Version,The Who,rock,2,71,85,31,135
Sweet Child O' Mine,Guns N' Roses,rock,10,45,94,66,125
Like A Rolling Stone - Edit,The Rolling Stones,rock,0,45,91,51,102
Cryin',Aerosmith,rock,30,45,83,52,106
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,rock,75,38,66,14,121
Runaway,Bon Jovi,rock,0,47,91,58,152
My Generation - Original Mono Version,The Who,rock,0,38,83,76,96
Another One Bites The Dust,Queen,rock,47,92,39,77,110
Sunshine Of Your Love,Cream,rock,28,69,48,79,115
You Don't Know How It Feels,Tom Petty,rock,64,76,50,84,144
Afe Ato Yen Bio,De Frank Professionals,rock,42,81,86,95,122
Funky Lady,Teddy Chisi,rock,33,71,72,51,128
Changa Namwele,Machine Gunners,rock,30,46,55,79,190
You Are My Heart,Rex Williams,rock,50,66,68,60,98
Acid Rock,The Funkees,rock,9,73,62,94,146
Akwa Kayi Ji Bia Nuwa,The Identicals,rock,0,52,92,91,112
Somebody's Gonna Lose or Win,The Hygrades,rock,8,73,75,70,103
Fafa,Vieux Farka Touré,rock,0,44,61,35,93
You Can't Always Get What You Want,The Rolling Stones,rock,66,32,62,47,86
Stairway to Heaven - Remaster,Led Zeppelin,rock,78,34,34,20,82
Running on Empty - 45 Version,Jackson Browne,rock,64,54,71,59,137
Cherry Bomb,The Runaways,rock,65,50,81,50,137
Saturday Night's Alright (For Fighting),Elton John,rock,41,49,98,96,152
Expecting to Fly,Buffalo Springfield,rock,43,25,35,12,76
The Jean Genie - 2013 Remaster,David Bowie,rock,64,58,57,82,128
Gimme Shelter - Mono,The Rolling Stones,rock,36,64,61,50,119
People Are Strange,The Doors,rock,69,70,47,76,119
Give Blood,Pete Townshend,rock,35,51,79,41,128
Hotel California - 2013 Remaster,Eagles,rock,82,58,51,61,147
Come As You Are,Nirvana,rock,72,50,82,54,120
You Give Love A Bad Name,Bon Jovi,rock,16,53,96,82,123
Smells Like Teen Spirit,Nirvana,rock,14,48,88,83,117
The Passenger,Iggy Pop,rock,21,50,85,74,135
The Boys Are Back In Town,Thin Lizzy,rock,3,44,85,67,81
"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, ",Eric Clapton,rock,59,51,39,62,94
Living After Midnight,Judas Priest,rock,63,61,82,82,135
How You Remind Me,Nickelback,rock,78,45,76,54,172
Holy Diver,Dio,rock,65,47,78,12,92
You're All I've Got Tonight,The Cars,rock,46,58,86,66,122
Feel Like Makin' Love (Remastered Album Version),Bad Company,rock,8,56,54,66,85
Give A Little Bit,Supertramp,rock,0,56,45,51,91
She's A Beauty,The Tubes,rock,45,69,79,67,111
Take Me to the River - 2003 Remaster,Talking Heads,rock,37,65,45,86,100
Get Together,The Youngbloods,rock,39,50,42,59,103
"The Rain, The Park & Other Things - Single Version",The Cowsills,rock,40,28,70,54,64
Let's Go Crazy,Prince,rock,24,31,93,38,196
Don't You (Forget About Me),Simple Minds,rock,5,67,70,70,111
In My Life - Remastered 2009,The Beatles,rock,73,69,44,44,103
Brown Eyed Girl,Van Morrison,rock,2,49,58,91,151
Keep It Warm,Flo & Eddie,rock,42,71,40,52,107
Long Tall Sally (The Thing),Little Richard,rock,1,47,60,92,184
I Can't Quit You Baby - 2014 Remaster,Led Zeppelin,rock,40,53,45,54,78
Money - 2011 Remastered Version,Pink Floyd,rock,11,47,54,78,124
Head Over Heels,JD McPherson,rock,37,87,90,93,128
I'm Shakin',Jack White,rock,43,49,78,76,79
"Heartbroken, In Disrepair",Dan Auerbach,rock,44,60,90,93,78
Heavy Is the Head,Zac Brown Band,rock,1,40,93,74,171
Devil's Keep,Tyler Bryant & the Shakedown,rock,1,65,72,33,103
Jailhouse Rock,Elvis Presley,rock,73,65,58,92,167
Livin' Thing,Electric Light Orchestra,rock,14,55,65,37,123
Evil Woman,Electric Light Orchestra,rock,0,70,58,90,120
Sultans of Swing,Dire Straits,rock,35,73,80,92,148
Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,rock,1,62,54,35,137
Bad Moon Rising,Creedence Clearwater Revival,rock,50,63,68,90,90
Born On The Bayou,Creedence Clearwater Revival,rock,0,68,57,56,117
Crocodile Rock,Elton John,rock,3,62,66,97,150
Movin' Out (Anthony's Song),Billy Joel,rock,35,67,89,89,134
Rocky Mountain Way,Joe Walsh,rock,38,47,57,44,86
Joy To The World,Three Dog Night,rock,63,65,68,97,127
Double Vision,Foreigner,rock,52,68,71,77,130
Blue Collar Man (Long Nights),Styx,rock,50,45,60,78,124
Life Is A Highway,Tom Cochrane,rock,62,68,75,84,103
Only the Good Die Young,Billy Joel,rock,56,58,87,76,76
Go Your Own Way - 2004 Remaster,Fleetwood Mac,rock,74,58,95,80,135
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,rock,81,69,71,88,125
The Safety Dance,Men Without Hats,rock,54,78,74,29,100
