이름,분류,질량g,낙하,연도,위도,경도
Northwest Africa 1527,L4,128,Found,2001,,
Northwest Africa 1537,L5,528,Found,2000,,
Northwest Africa 1546,L5,500,Found,2000,,
Northwest Africa 1556,L6,374,Found,2002,,
Northwest Africa 1565,H4,200,Found,1999,,
Northwest Africa 1574,H5,210.5,Found,2001,,
Northwest Africa 1583,R3.9,78,Found,2002,,
Northwest Africa 1591,LL5-6,254.8,Found,2001,,
Northwest Africa 1600,H5,165.9,Found,2001,,
Northwest Africa 1609,H4-6,359.4,Found,2001,,
Northwest Africa 1644,Eucrite-pmict,214,Found,2001,,
Northwest Africa 1652,L-imp melt,68.3,Found,2002,,
Northwest Africa 1660,H4,287,Found,2002,,
Northwest Africa 1668,R5,710,Found,2002,,
Northwest Africa 1693,H5,83,Found,2002,,
Northwest Africa 1702,H6,220,Found,2002,,
Northwest Africa 1710,LL4,5.6,Found,2002,,
Northwest Africa 172,H5,24.2,Found,1999,,
Northwest Africa 1760,Eucrite-mmict,20.3,Found,2001,,
Northwest Africa 1768,Eucrite-pmict,9.4,Found,2002,,
Northwest Africa 1778,L6,95000,Found,2002,,
Northwest Africa 1786,H5,277,Found,2002,,
Northwest Africa 1796,H5,22000,Found,2002,,
Northwest Africa 1805,L6,102.4,Found,2002,,
Northwest Africa 1814,CBa,156,Found,1999,,
Northwest Africa 1825,L5,103.4,Found,2002,,
Northwest Africa 1839,L7,121.8,Found,2003,,
Northwest Africa 1855,LL3,282,Found,2002,,
Northwest Africa 1882,Mesosiderite-C,4438,Found,2002,,
Northwest Africa 1892,L6,115,Found,2002,,
Northwest Africa 1901,L6,567,Found,2002,,
Northwest Africa 1910,EL6,305,Found,2003,,
Northwest Africa 1926,Ureilite-pmict,37,Found,2003,,
Northwest Africa 1935,LL4,581,Found,2003,,
Northwest Africa 1944,H4,632,Found,2001,,
Northwest Africa 1955,H/L3-4,2000,Found,2002,,
Northwest Africa 1966,Eucrite-pmict,85.5,Found,2003,,
Northwest Africa 1975,L6,28.4,Found,2003,,
Northwest Africa 1984,L4,1360,Found,2003,,
Northwest Africa 1993,H6,1670,Found,,,
Northwest Africa 2002,L5/6,191,Found,2001,,
Northwest Africa 2011,L4,136.5,Found,2002,,
Northwest Africa 2020,L5,94.2,Found,2002,,
Northwest Africa 2033,L/LL4,16500,Found,2003,,
Northwest Africa 2043,CK3,34.9,Found,2003,0.0,0.0
Northwest Africa 2059,Diogenite-pm,36,Found,2003,,
Northwest Africa 2069,R,44.9,Found,2003,,
Northwest Africa 2078,H5,34.8,Found,2003,,
Northwest Africa 2088,Ureilite,252,Found,2003,,
Northwest Africa 2106,Eucrite,322,Found,2003,,
Northwest Africa 2118,L3.1,42,Found,2002,,
Northwest Africa 2127,L4,45,Found,2003,,
Northwest Africa 2136,L3.5,1045,Found,2004,,
Northwest Africa 2153,L6,353,Found,2004,,
Northwest Africa 2162,H5,417.2,Found,2003,,
Northwest Africa 2170,LL6,480.3,Found,2003,,
Northwest Africa 2181,L6,448,Found,2002,,
Northwest Africa 2195,LL3.6,152.5,Found,,,
Northwest Africa 2205,LL5,1247,Found,2005,,
Northwest Africa 2214,CO3,340,Found,2001,,
Northwest Africa 2225,Ureilite,40,Found,2004,,
Northwest Africa 2239,L3-6,100000,Found,2002,,
Northwest Africa 2247,Eucrite-pmict,8.6,Found,2003,,
Northwest Africa 2256,H5,215.4,Found,2001,27.767,-7.667
Northwest Africa 2267,L3.8,24.5,Found,2002,28.1,-7.517
Northwest Africa 2277,H4,1694,Found,2003,,
Northwest Africa 2286,Diogenite,82,Found,2003,,
Northwest Africa 2295,L6,858,Found,2003,,
Northwest Africa 2303,L6,3435,Found,2003,,
Northwest Africa 2322,L~6,23.6,Found,2002,,
Northwest Africa 2330,L~4,719,Found,2003,,
Northwest Africa 234,LL5,42,Found,2000,,
Northwest Africa 2348,H5,365.3,Found,2004,0.0,0.0
Northwest Africa 2357,L4,427,Found,2002,,
Northwest Africa 2365,LL6,258,Found,2004,,
Northwest Africa 2373,Martian (shergottite),18,Found,2004,,
Northwest Africa 2382,L4,298,Found,2004,,
Northwest Africa 2391,L4,178,Found,2003,,
Northwest Africa 2400,Achondrite-ung,136,Found,2003,,
Northwest Africa 2431,CO3.3,36,Found,2004,,
Northwest Africa 2443,H3-5,230,Found,2003,,
Northwest Africa 2451,L6,6370,Found,2004,,
Northwest Africa 246,H6,1250,Found,2000,,
Northwest Africa 2468,H6,25,Found,2000,,
Northwest Africa 2476,H4/5,110,Found,2004,,
Northwest Africa 2485,H5,61.7,Found,2003,,
Northwest Africa 2494,H6,490,Found,2004,,
Northwest Africa 2502,CV3,590,Found,2004,,
Northwest Africa 2511,L3-6,124,Found,2004,,
Northwest Africa 252,L4,10,Found,1999,29.917,-5.583
Northwest Africa 2530,L6,57.1,Found,2003,,
Northwest Africa 2538,Mesosiderite,215,Found,2003,,
Northwest Africa 2547,L3-5,287,Found,2003,,
Northwest Africa 2560,H4,549,Found,2004,0.0,0.0
Northwest Africa 2568,H5,27.1,Found,2004,0.0,0.0
Northwest Africa 2575,H6,254.8,Found,2004,0.0,0.0
Northwest Africa 2583,L3/4,512.2,Found,2004,0.0,0.0
Northwest Africa 2592,H6,33.4,Found,2004,0.0,0.0
Northwest Africa 2601,L3,576,Found,,0.0,0.0
Northwest Africa 2613,H4/5,20.3,Found,1999,0.0,0.0
Northwest Africa 2621,L4,4639,Found,2004,,
Northwest Africa 2635,Achondrite-ung,4200,Found,2004,,
Northwest Africa 266,H5,940,Found,1999,30.333,-5.833
Northwest Africa 2675,L6,3354,Found,2004,,
Northwest Africa 2698,Howardite,134,Found,2004,,
Northwest Africa 2707,H5,577,Found,2005,,
Northwest Africa 2719,L4,7581,Found,2004,,
Northwest Africa 2728,CO3.2,338,Found,2004,,
Northwest Africa 2739,Howardite,824,Found,2002,,
Northwest Africa 2753,Diogenite,410,Found,2005,,
Northwest Africa 2766,LL3.9,214,Found,2004,,
Northwest Africa 2776,H5,289,Found,2004,,
Northwest Africa 2786,Mesosiderite,30,Found,2005,,
Northwest Africa 2799,LL6/7,1311,Found,2005,,
Northwest Africa 2809,LL6,4850,Found,2003,,
Northwest Africa 2817,Ureilite,337,Found,2003,,
Northwest Africa 2826,LL5,685,Found,2004,,
Northwest Africa 2835,H7,1233,Found,2005,,
Northwest Africa 2843,H3.9,404,Found,2004,,
Northwest Africa 2852,Achondrite-prim,398,Found,2004,,
Northwest Africa 2864,LL4,90,Found,2004,,
Northwest Africa 2876,H5,51.7,Found,2004,,
Northwest Africa 2885,H6,11480,Found,2003,,
Northwest Africa 2902,L-melt rock,1000,Found,2003,,
Northwest Africa 2913,Eucrite,100,Found,2005,,
Northwest Africa 2924,Mesosiderite,180000,Found,2005,,
Northwest Africa 2940,R3.9,138,Found,2003,,
Northwest Africa 2950,H4,946,Found,2005,,
Northwest Africa 2962,LL3.3,230,Found,2005,,
Northwest Africa 2974,CO3.1,668,Found,2005,,
Northwest Africa 2993,Achondrite-ung,625,Found,2006,,
Northwest Africa 3002,H5,922,Found,2002,,
Northwest Africa 3010,L6,690,Found,2000,,
Northwest Africa 303,LL4,158,Found,2000,,
Northwest Africa 3051,L5/6,1788,Found,2003,,
Northwest Africa 3059,H4,203.2,Found,2002,,
Northwest Africa 3067,H4,140,Found,2002,,
Northwest Africa 3076,H6/7,80,Found,2002,,
Northwest Africa 3086,L6,354,Found,2003,,
Northwest Africa 3094,L6,20000,Found,2003,,
Northwest Africa 3102,EL6,68.15,Found,2003,,
Northwest Africa 3111,LL3.9,356,Found,2003,,
Northwest Africa 312,L6,107.22,Found,2001,,
Northwest Africa 3128,LL3.8,532,Found,2001,,
Northwest Africa 3136,Lunar (basalt),95,Found,2004,,
Northwest Africa 3146,R4,304,Found,2003,,
Northwest Africa 3155,CK5,878,Found,2004,,
Northwest Africa 3164,Angrite,928,Found,2004,,
Northwest Africa 3193,CK4,95.6,Found,2008,0.0,0.0
Northwest Africa 3208,"Iron, IIIAB",159,Found,2006,0.0,0.0
Northwest Africa 3225,L6,1845,Found,2006,0.0,0.0
Northwest Africa 3234,L6,653,Found,2006,0.0,0.0
Northwest Africa 3243,L6,542,Found,2006,0.0,0.0
Northwest Africa 3252,H6,83,Found,2006,0.0,0.0
Northwest Africa 3263,L5,250,Found,2006,0.0,0.0
Northwest Africa 3273,L4,100,Found,2006,0.0,0.0
Northwest Africa 3282,L6,56,Found,2006,0.0,0.0
Northwest Africa 3291,H6,25,Found,2006,0.0,0.0
Northwest Africa 3300,LL-melt rock,74.3,Found,2007,0.0,0.0
Northwest Africa 3309,H4/5,1372,Found,2005,0.0,0.0
Northwest Africa 3318,LL5,764,Found,2005,0.0,0.0
Northwest Africa 3329,Diogenite,252,Found,2005,,
Northwest Africa 3340,CM2-an,12.7,Found,2006,,
Northwest Africa 3352,H6,7430,Found,2000,,
Northwest Africa 3361,L3-6,29,Found,2000,,
Northwest Africa 4001,L4,1113,Found,1998,,
Northwest Africa 4010,L4,1676,Found,2005,,
Northwest Africa 4019,Eucrite-pmict,504.7,Found,2005,,
Northwest Africa 4028,L6,810,Found,2004,,
Northwest Africa 4038,CO3,23,Found,2005,,
Northwest Africa 4047,H4-5,200,Found,2005,,
Northwest Africa 4058,LL6,58,Found,,,
Northwest Africa 4068,H4/5,460,Found,,,
Northwest Africa 4078,L5,53.1,Found,,,
Northwest Africa 4087,L6,57.8,Found,,,
Northwest Africa 4096,L6,55,Found,2004,,
Northwest Africa 4107,L6,53.1,Found,,,
Northwest Africa 4118,L6,34.7,Found,2004,,
Northwest Africa 4127,L6,54.4,Found,,,
Northwest Africa 4136,L6,78.2,Found,,,
Northwest Africa 4146,L6,305.6,Found,,,
Northwest Africa 4155,H/L6,247,Found,,,
Northwest Africa 4164,L5,459,Found,2002,,
Northwest Africa 4174,L4,284.5,Found,2002,,
Northwest Africa 4183,L4,177.5,Found,2002,,
Northwest Africa 4192,L5,96,Found,2002,,
Northwest Africa 4203,H4/5,264,Found,2005,,
Northwest Africa 4212,L4-6,2450,Found,2004,,
Northwest Africa 4222,Martian (shergottite),16.5,Found,2006,,
Northwest Africa 4230,Mesosiderite,134,Found,2005,,
Northwest Africa 4240,Ureilite,45,Found,2003,,
Northwest Africa 4249,L6,186,Found,2003,,
Northwest Africa 4258,H5,15,Found,2002,,
Northwest Africa 4266,L3.9,50,Found,2003,,
Northwest Africa 4274,L4-5,132,Found,2005,,
Northwest Africa 4284,Achondrite-ung,137,Found,2005,,
Northwest Africa 4292,L6,12000,Found,2005,,
Northwest Africa 4302,Diogenite,46.2,Found,2005,,
Northwest Africa 4312,H6,48,Found,2004,,
Northwest Africa 4321,L6,280,Found,2004,,
Northwest Africa 4330,H5,50,Found,2004,,
Northwest Africa 4338,H5,53,Found,2002,,
Northwest Africa 4347,L5,75,Found,2001,,
Northwest Africa 4356,L3,198.2,Found,2005,,
Northwest Africa 4366,H6,274.1,Found,2005,,
Northwest Africa 4375,Winonaite,12.2,Found,2005,,
Northwest Africa 4384,L5,132,Found,2004,,
Northwest Africa 4393,H5/6,28,Found,2005,,
Northwest Africa 4412,L3.8,877,Found,2006,,
Northwest Africa 4423,CK3,91.94,Found,2006,,
Northwest Africa 4433,LL5,160,Found,2005,,
Northwest Africa 4444,L3.2,145,Found,2005,,
Northwest Africa 4466,CV3,71.25,Found,2006,,
Northwest Africa 4475,L5,9990,Found,2005,,
Northwest Africa 4484,Eucrite,140,Found,2006,,
Northwest Africa 4496,Eucrite,19,Found,2006,,
Northwest Africa 4520,Ureilite,23.2,Found,2000,,
Northwest Africa 4532,H4,68.7,Found,2005,,
Northwest Africa 4543,CV3,3391,Found,2006,,
Northwest Africa 4551,CO3.5,104,Found,2006,,
Northwest Africa 456,H5/6,359,Found,2001,26.784,-12.834
Northwest Africa 4568,Ureilite,123,Found,2005,,
Northwest Africa 4576,Mesosiderite,30000,Found,2005,0.0,0.0
Northwest Africa 4584,L5-6,638,Found,2006,,
Northwest Africa 4592,H5,67,Found,2003,,
Northwest Africa 4601,L5,1550,Found,2003,,
Northwest Africa 461,H5,171,Found,2001,26.784,-12.834
Northwest Africa 4618,H6,65,Found,2006,0.0,0.0
Northwest Africa 4626,H-melt rock,25.1,Found,2006,0.0,0.0
Northwest Africa 4635,LL5,11.2,Found,2006,0.0,0.0
Northwest Africa 4643,EL6,995.3,Found,2006,0.0,0.0
Northwest Africa 4654,Diogenite,49,Found,2006,,
Northwest Africa 4664,Diogenite-pm,20000,Found,2006,,
Northwest Africa 4680,L4-6,3830,Found,2006,,
Northwest Africa 4693,R3-6,866.2,Found,2006,,
Northwest Africa 4706,"Iron, IAB-sHL",227,Found,2006,0.0,0.0
Northwest Africa 4716,H6,2880,Found,2006,,
Northwest Africa 4724,CK3,35,Found,2001,,
Northwest Africa 4742,Ureilite-pmict,376,Found,2007,,
Northwest Africa 4768,CO3,369.12,Found,2007,,
Northwest Africa 4776,LL6,25.3,Found,,,
Northwest Africa 4798,L4,487,Found,2007,,
Northwest Africa 4806,H6,38.2,Found,2007,0.0,0.0
Northwest Africa 4814,R4,1120,Found,2006,,
Northwest Africa 4823,LL3.3,620,Found,2006,0.0,0.0
Northwest Africa 4831,Eucrite-mmict,154,Found,2006,,
Northwest Africa 4846,LL5,250,Found,2006,,
Northwest Africa 4855,LL6,49.7,Found,2002,,
Northwest Africa 487,L/LL3.4,4272,Found,2000,,
Northwest Africa 4878,Martian (shergottite),130,Found,2007,,
Northwest Africa 4898,Lunar,137,Found,2007,,
Northwest Africa 4918,H6,225.3,Found,2007,,
Northwest Africa 4934,Howardite,307,Found,2007,,
Northwest Africa 4967,CO3.2,689,Found,2007,0.0,0.0
Northwest Africa 4987,L6,200,Found,2005,,
Northwest Africa 4999,LL6,240,Found,2006,,
Northwest Africa 5013,L6,290,Found,2007,,
Northwest Africa 5023,H5,548.6,Found,2002,,
Northwest Africa 5032,L6,162,Found,2007,,
Northwest Africa 5043,LL6,1873,Found,2002,,
Northwest Africa 5066,Ureilite,17,Found,2007,,
Northwest Africa 5074,LL6,522,Found,2007,,
Northwest Africa 5083,H3.9,1382,Found,2005,,
Northwest Africa 5091,L4,86,Found,2001,,
Northwest Africa 5100,L4,31,Found,2001,,
Northwest Africa 5109,L4,28,Found,2001,,
Northwest Africa 5118,L5,21,Found,2001,,
Northwest Africa 5129,L5,277,Found,2001,0.0,0.0
Northwest Africa 515,L6,20000,Found,2000,,
Northwest Africa 5197,LL3.2,289,Found,2006,0.0,0.0
Northwest Africa 5206,LL3.05,128,Found,2007,0.0,0.0
Northwest Africa 5214,Martian (shergottite),50.7,Found,2007,0.0,0.0
Northwest Africa 5229,Eucrite,648,Found,2007,,
Northwest Africa 5247,CO3,15.2,Found,2005,,
Northwest Africa 5256,L5,230,Found,2004,,
Northwest Africa 5270,H4/5,71.4,Found,2006,0.0,0.0
Northwest Africa 5280,H3,557,Found,2007,0.0,0.0
Northwest Africa 5289,"Iron, IVA",296,Found,2007,,
Northwest Africa 5301,L5,61,Found,2007,,
Northwest Africa 5310,CR2,25,Found,2006,,
Northwest Africa 5319,H3,30,Found,2004,0.0,0.0
Northwest Africa 5328,H5/6,55,Found,2005,0.0,0.0
Northwest Africa 5337,H5,507.3,Found,2007,0.0,0.0
Northwest Africa 5363,Achondrite-ung,2455,Found,2008,0.0,0.0
Northwest Africa 539,LL3.5,2020,Found,2000,31.1,-5.183
Northwest Africa 540,H6,3540,Found,2000,31.1,-5.183
Northwest Africa 5408,Eucrite-pmict,2228,Found,2008,,
Northwest Africa 5416,H4,264.6,Found,2002,0.0,0.0
Northwest Africa 5426,R4,285,Found,2006,0.0,0.0
Northwest Africa 544,L3.8,320,Found,2000,31.1,-5.183
Northwest Africa 5466,L5,688,Found,2003,,
Northwest Africa 5485,Howardite,455,Found,2008,,
Northwest Africa 5553,L6,60.9,Found,2008,0.0,0.0
Northwest Africa 5566,L6,200,Found,2005,0.0,0.0
Northwest Africa 5575,L5-6,80,Found,2007,0.0,0.0
Northwest Africa 5594,L6,1160,Found,2008,0.0,0.0
Northwest Africa 5606,R4,79.4,Found,2005,,
Northwest Africa 5618,Eucrite-pmict,179,Found,2008,0.0,0.0
Northwest Africa 5692,LL6,62.8,Found,2008,0.0,0.0
Northwest Africa 5711,L5,2140.2,Found,,0.0,0.0
Northwest Africa 5721,Eucrite,67.5,Found,2007,0.0,0.0
Northwest Africa 5732,CV3,99.98,Found,2008,0.0,0.0
Northwest Africa 5765,L5,31,Found,2006,0.0,0.0
Northwest Africa 5777,H5,581.1,Found,2008,0.0,0.0
Northwest Africa 5788,L3.8,7286,Found,2006,0.0,0.0
Northwest Africa 5799,LL4,497,Found,2008,0.0,0.0
Northwest Africa 5809,H/L5,734,Found,2001,0.0,0.0
Northwest Africa 5819,L4,147,Found,,0.0,0.0
Northwest Africa 5828,H5,2799,Found,,0.0,0.0
Northwest Africa 5838,H6,1438.7,Found,,0.0,0.0
Northwest Africa 5847,L5,300,Found,2008,0.0,0.0
Northwest Africa 5856,L6,416,Found,2007,0.0,0.0
Northwest Africa 5865,L6,309,Found,2006,0.0,0.0
Northwest Africa 5874,LL4,232,Found,2007,0.0,0.0
Northwest Africa 5883,LL4,360,Found,2007,0.0,0.0
Northwest Africa 5938,Ureilite,238,Found,2009,0.0,0.0
Northwest Africa 5959,Howardite,1750,Found,2009,0.0,0.0
Northwest Africa 5971,Brachinite,484,Found,2009,0.0,0.0
Northwest Africa 5982,Eucrite-pmict,1400,Found,2009,0.0,0.0
Northwest Africa 6076,H5,119,Found,2006,0.0,0.0
Northwest Africa 6086,L5,130,Found,2007,0.0,0.0
Northwest Africa 6095,LL6,130,Found,2007,0.0,0.0
Northwest Africa 6108,L-melt rock,25000,Found,2004,0.0,0.0
Northwest Africa 6119,L3.7,250,Found,2002,0.0,0.0
Northwest Africa 6128,L3.8,450,Found,2005,0.0,0.0
Northwest Africa 6138,LL3.7,79.31,Found,2002,0.0,0.0
Northwest Africa 6152,Brachinite,200,Found,2010,0.0,0.0
Northwest Africa 6161,LL6,259,Found,2009,0.0,0.0
Northwest Africa 6178,Howardite,380,Found,2009,0.0,0.0
Northwest Africa 6191,L3.7,145,Found,2009,0.0,0.0
Northwest Africa 6202,Eucrite,269,Found,2009,0.0,0.0
Northwest Africa 6228,H3,478,Found,2003,0.0,0.0
Northwest Africa 6252,Lunar (feldsp. breccia),113,Found,2010,0.0,0.0
Northwest Africa 6270,Eucrite-mmict,276,Found,2010,0.0,0.0
Northwest Africa 891,H4,70.8,Found,2001,,
Northwest Africa 6287,LL5,4426,Found,2010,0.0,0.0
Northwest Africa 6297,LL6,62.62,Found,2009,0.0,0.0
Northwest Africa 6322,H6,72.5,Found,2009,0.0,0.0
Northwest Africa 6335,L6,839.1,Found,2002,0.0,0.0
Northwest Africa 6344,Ureilite,942,Found,2010,0.0,0.0
Northwest Africa 6354,Ureilite,54.3,Found,2010,0.0,0.0
Northwest Africa 6369,"Iron, IAB complex",14830,Found,2009,0.0,0.0
Northwest Africa 6411,L5,43000,Found,2006,0.0,0.0
Northwest Africa 6429,CR2,253,Found,2010,0.0,0.0
Northwest Africa 6448,Winonaite,44.7,Found,2010,0.0,0.0
Northwest Africa 6475,Eucrite-pmict,602,Found,2010,0.0,0.0
Northwest Africa 6488,Eucrite-br,2370,Found,2010,0.0,0.0
Northwest Africa 6501,L3,93,Found,2009,0.0,0.0
Northwest Africa 6510,L4,433.3,Found,2010,0.0,0.0
Northwest Africa 6536,H6,40,Found,2009,0.0,0.0
Northwest Africa 6545,H4,361,Found,2006,0.0,0.0
Northwest Africa 6556,Howardite,224,Found,2010,0.0,0.0
Northwest Africa 6575,Diogenite,135,Found,2010,0.0,0.0
Northwest Africa 6588,LL6-an,2730,Found,2008,0.0,0.0
Northwest Africa 6602,Howardite,1048,Found,2010,0.0,0.0
Northwest Africa 6611,LL3.8,45,Found,2010,0.0,0.0
Northwest Africa 6620,Howardite,89,Found,2011,0.0,0.0
Northwest Africa 6629,LL5,1100,Found,2011,0.0,0.0
Northwest Africa 6640,H5/6,2200,Found,2011,0.0,0.0
Northwest Africa 6649,H5,500,Found,2011,0.0,0.0
Northwest Africa 6673,Pallasite,99.8,Found,2010,0.0,0.0
Northwest Africa 6682,H6,13000,Found,2010,0.0,0.0
Northwest Africa 6691,LL5,57.7,Found,2010,0.0,0.0
Northwest Africa 6704,Achondrite-ung,8387,Found,,0.0,0.0
Northwest Africa 6715,L6,470,Found,2006,0.0,0.0
Northwest Africa 6729,H~4,113,Found,2009,0.0,0.0
Northwest Africa 6738,H~5,179.6,Found,2010,0.0,0.0
Northwest Africa 6815,H6,857.3,Found,2011,0.0,0.0
Northwest Africa 6852,LL6,1009,Found,2011,0.0,0.0
Northwest Africa 6872,L6-melt breccia,29,Found,2004,0.0,0.0
Northwest Africa 6905,EL6,113.6,Found,2008,0.0,0.0
Northwest Africa 6915,Ureilite,89.6,Found,2011,0.0,0.0
Northwest Africa 6929,H4,165,Found,2011,0.0,0.0
Northwest Africa 6952,L4,673,Found,2010,0.0,0.0
Northwest Africa 6989,H7,118,Found,2011,0.0,0.0
Northwest Africa 6998,H4,85.34,Found,2004,0.0,0.0
Northwest Africa 7009,CV3,1007,Found,2011,0.0,0.0
Northwest Africa 7018,H6,443,Found,2011,0.0,0.0
Northwest Africa 7037,L4,253,Found,2011,0.0,0.0
Northwest Africa 7061,LL6,134.2,Found,2011,0.0,0.0
Northwest Africa 7073,L6,1575,Found,2011,0.0,0.0
Northwest Africa 7082,H6,159,Found,2011,0.0,0.0
Northwest Africa 7090,L3,379,Found,2011,0.0,0.0
Northwest Africa 7099,LL6,36,Found,2011,0.0,0.0
Northwest Africa 7107,CV3,146,Found,2010,0.0,0.0
Northwest Africa 7115,H4,10.7,Found,2011,0.0,0.0
Northwest Africa 7129,Achondrite-ung,50,Found,2011,0.0,0.0
Northwest Africa 7139,Eucrite-pmict,4.11,Found,2010,0.0,0.0
Northwest Africa 7150,H4,45326,Found,2011,0.0,0.0
Northwest Africa 7181,L3.5,543,Found,2011,0.0,0.0
Northwest Africa 7195,Ureilite,60.1,Found,2011,0.0,0.0
Northwest Africa 7204,L4,440,Found,2005,0.0,0.0
Northwest Africa 7212,H4,301.3,Found,2012,0.0,0.0
Northwest Africa 7224,Ureilite,26,Found,2010,0.0,0.0
Northwest Africa 7237,L6,558,Found,2011,0.0,0.0
Northwest Africa 7249,L5,6760,Found,2012,0.0,0.0
Northwest Africa 7257,Martian (shergottite),180,Found,2012,0.0,0.0
Northwest Africa 7269,Eucrite-mmict,787,Found,2012,0.0,0.0
Northwest Africa 7278,L4,84.9,Found,2011,0.0,0.0
Northwest Africa 7286,LL4,102,Found,2011,0.0,0.0
Northwest Africa 7313,LL6,777,Found,2012,0.0,0.0
Northwest Africa 7325,Achondrite-ung,345,Found,2012,0.0,0.0
Northwest Africa 7333,Ureilite,88,Found,2011,0.0,0.0
Northwest Africa 7341,L4,56,Found,2011,0.0,0.0
Northwest Africa 7350,Mesosiderite-B2,37.48,Found,2012,0.0,0.0
Northwest Africa 7375,L~6,23.4,Found,2009,0.0,0.0
Northwest Africa 7384,Acapulcoite,125,Found,2010,0.0,0.0
Northwest Africa 7393,L6,2490,Found,2008,0.0,0.0
Northwest Africa 7408,LL6,89.7,Found,2010,0.0,0.0
Northwest Africa 744,H4,24,Found,2000,,
Northwest Africa 7459,LL4,264,Found,2012,0.0,0.0
Northwest Africa 7480,L5,58,Found,2009,0.0,0.0
Northwest Africa 7489,R3.5-4,248,Found,2012,0.0,0.0
Northwest Africa 7499,Brachinite,320,Found,2012,0.0,0.0
Northwest Africa 7509,L5,51.6,Found,2003,0.0,0.0
Northwest Africa 7517,LL5,374,Found,2012,0.0,0.0
Northwest Africa 7526,H6,34.2,Found,2006,0.0,0.0
Northwest Africa 7534,H6-melt breccia,736,Found,2012,0.0,0.0
Northwest Africa 7552,Eucrite-mmict,1200,Found,2012,0.0,0.0
Northwest Africa 7564,L6,520,Found,2011,0.0,0.0
Northwest Africa 7576,Howardite,277,Found,2011,0.0,0.0
Northwest Africa 7589,CV3,864,Found,2012,0.0,0.0
Northwest Africa 760,CV3,1581,Found,2000,,
Northwest Africa 7612,LL4,193,Found,2011,0.0,0.0
Northwest Africa 7620,EL6,147,Found,2011,0.0,0.0
Northwest Africa 7629,L~5,148,Found,2007,0.0,0.0
Northwest Africa 7651,Eucrite-cm,2480,Found,2012,0.0,0.0
Northwest Africa 7661,L5,100,Found,2011,0.0,0.0
Northwest Africa 7678,CV3,4236,Found,2012,0.0,0.0
Northwest Africa 7686,Ureilite,3146,Found,2012,0.0,0.0
Northwest Africa 7694,H5,1316,Found,2012,0.0,0.0
Northwest Africa 7703,H6,123,Found,2011,0.0,0.0
Northwest Africa 7713,H5,1255,Found,2012,0.0,0.0
Northwest Africa 773,Lunar (norite),633,Found,2000,26.767,-12.817
Northwest Africa 7739,L3,140,Found,2012,0.0,0.0
Northwest Africa 7747,Eucrite-pmict,70,Found,2012,0.0,0.0
Northwest Africa 7755,Martian (shergottite),30,Found,2013,0.0,0.0
Northwest Africa 7763,H4,95,Found,2011,0.0,0.0
Northwest Africa 7773,H4,33.2,Found,2012,0.0,0.0
Northwest Africa 7783,H6,190.2,Found,2012,0.0,0.0
Northwest Africa 7837,CR2,586,Found,2012,0.0,0.0
Northwest Africa 7857,LL6,246,Found,2013,0.0,0.0
Northwest Africa 793,L6,1422,Found,2001,0.0,0.0
Northwest Africa 809,L6,359,Found,2001,0.0,0.0
Northwest Africa 827,H3.9,48.7,Found,2000,,
Northwest Africa 839,LL6,230,Found,2001,,
Northwest Africa 848,L6,4508,Found,2000,28.001,-9.27
Northwest Africa 858,LL6,238,Found,2000,,
Northwest Africa 873,H4,62,Found,2001,,
Northwest Africa 881,H4,424,Found,2001,,
Northwest Africa 893,L6,50.8,Found,2001,,
Northwest Africa 902,H4,158,Found,2001,,
Northwest Africa 949,L5,197,Found,2001,,
Northwest Africa 975,L4,1100,Found,2001,,
